Open Palm (Left)
Open Palm (Right)
Index Finger Up (Left)
Index Finger Up (Right)
Closed Fist (Left)
Closed Fist (Right)
Thumbs Up (Left)
Thumbs Up (Right)
Peace Sign (Left)
Peace Sign (Right)
